"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Romero-Calvo Á.; Cano Gómez G.; Castro-Hernández E.; Maggi F.","Romero-Calvo, Álvaro (57214793502); Cano Gómez, Gabriel (57214794283); Castro-Hernández, Elena (33067589800); Maggi, Filippo (24071633500)","57214793502; 57214794283; 33067589800; 24071633500","Free and Forced Oscillations of Magnetic Liquids under Low-Gravity Conditions","2020","Journal of Applied Mechanics, Transactions ASME","87","2","021010","","","","16","10.1115/1.4045620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084454889&doi=10.1115%2f1.4045620&partnerID=40&md5=d1d8f8c788dc0cbdf0e72d817eb62f6d","computational mechanics; ferrohydrodynamics; liquid sloshing; microgravity","Liquids; Axisymmetric geometries; Forced oscillations; Inhomogeneous magnetic field; Low-gravity condition; Mechanical analogy; Non-linear dynamics; Sloshing damping; Spacecraft design; Magnetism","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85084454889"
"Garg P.; Mhatre P.","Garg, Palvi (58530828500); Mhatre, Pradnesh (57214805784)","58530828500; 57214805784","MICROGRAVITY SLOSHING OF MARS HABITAT USING IN-SITU METHOD","2022","Proceedings of the International Astronautical Congress, IAC","2022-September","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167624750&partnerID=40&md5=3a9732e2e2c2a6ba3613f1de24cc8f1a","Computational Fluid Dynamics (CFD); Equilibrium; Microgravity; Sloshing","Computational fluid dynamics; Containers; Distillation; Ecosystems; Engines; Liquefied gases; Microgravity; Microgravity processing; Natural frequencies; Phase interfaces; Space research; Computational fluid dynamic; Engine design; Equilibrium; In-situ methods; Liquid gas interface; Long-term flight; Low gravity environment; Reduced gravity; Safety and efficiencies; Wave amplitudes; Liquid sloshing","Conference paper","Final","","Scopus","2-s2.0-85167624750"
"Naidich Y.V.; Gab I.I.; Stetsyuk T.V.; Kostyuk B.D.","Naidich, Yu. V. (56022530700); Gab, I.I. (6507997017); Stetsyuk, T.V. (6506634912); Kostyuk, B.D. (6701450509)","56022530700; 6507997017; 6506634912; 6701450509","Simulation of the Microgravity Effect on Wettability of Solids with Different Liquids","2017","Powder Metallurgy and Metal Ceramics","55","11-12","","726","731","5","3","10.1007/s11106-017-9860-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018278206&doi=10.1007%2fs11106-017-9860-1&partnerID=40&md5=5504cd46344d3039803a43d32058ab6a","liquid; microgravity; solid; wetting","Contact angle; Microgravity; Microgravity processing; Solids; Space stations; Wetting; Gravitational forces; Liquid system; Low temperatures; Liquids","Article","Final","","Scopus","2-s2.0-85018278206"
"Xu Y.; Hicks M.C.; Avedisian C.T.","Xu, Yuhao (56306195100); Hicks, Michael C. (11439948700); Avedisian, C. Thomas (7005757097)","56306195100; 11439948700; 7005757097","The combustion of iso-octane droplets with initial diameters from 0.5 to 5 mm: Effects on burning rate and flame extinction","2017","Proceedings of the Combustion Institute","36","2","","2541","2548","7","18","10.1016/j.proci.2016.07.096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992169594&doi=10.1016%2fj.proci.2016.07.096&partnerID=40&md5=526126b0f661c0d6ef99a76b27746386","Droplet combustion; iso-Octane; Microgravity; Spherical symmetry; Surrogate fuel","Energy balance; Liquid sloshing; Microgravity; Polyols; Space stations; Temperature; Burning characteristics; Droplet combustion; International Space stations; iso-Octane; Low temperature combustion; Near-ambient temperatures; Spherical symmetry; Surrogate fuels; Combustion","Article","Final","","Scopus","2-s2.0-84992169594"
"Wu Z.; Huang Y.; Chen X.; Zhang X.","Wu, Zongyu (57212971300); Huang, Yiyong (7501579704); Chen, Xiaoqian (16201729100); Zhang, Xiang (56811299400)","57212971300; 7501579704; 16201729100; 56811299400","Capillary-driven flows along curved interior corners","2018","International Journal of Multiphase Flow","109","","","14","25","11","31","10.1016/j.ijmultiphaseflow.2018.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050347859&doi=10.1016%2fj.ijmultiphaseflow.2018.04.004&partnerID=40&md5=3a4ed64b8993f8d3c83a78406b366660","Approximation modeling; Capillary flow; Centrifugal force; Curved interior corner; Free surface","Capillary flow; Liquid sloshing; Approximation model; Capillary-driven flows; Centrifugal Forces; Free surface modeling; Free surfaces; Interior corner; Low gravity environment; Theoretical modeling; Capillarity","Article","Final","","Scopus","2-s2.0-85050347859"
"Völk S.; Ulamec S.; Biele J.; Hecht M.; Lell P.; Fleischmann J.; Althapp S.; Grebenstein M.; Nuth J.A.; Wegel D.C.; Smith W.F.; Purves L.R.; Adams D.S.; Hill S.; Leary J.C.; Weaver H.A.; Sandford S.A.","Völk, Stefan (57190436264); Ulamec, Stephan (55406392200); Biele, Jens (6603544642); Hecht, Matthias (57203360679); Lell, Peter (6507438945); Fleischmann, Josef (57190492670); Althapp, Sebastian (56028520000); Grebenstein, Markus (7801540176); Nuth, Joseph A. (7003551728); Wegel, Donald C. (13002780900); Smith, Walter F. (55954228100); Purves, Lloyd R. (36943991300); Adams, Douglas S. (35617904700); Hill, Stuart (7402766393); Leary, James C. (12244468400); Weaver, Harold A. (7006093155); Sandford, Scott A. (7005503511)","57190436264; 55406392200; 6603544642; 57203360679; 6507438945; 57190492670; 56028520000; 7801540176; 7003551728; 13002780900; 55954228100; 36943991300; 35617904700; 7402766393; 12244468400; 7006093155; 7005503511","Development and testing of a pyro-driven launcher for harpoon-based comet sample acquisition","2017","Proceedings of the International Astronautical Congress, IAC","5","","","2937","2946","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051419895&partnerID=40&md5=a2578f493104d6b8bc67a9bda7088c41","","Gas dynamics; Kinetic energy; Kinetics; Launching; Liquid sloshing; NASA; Space flight; Comet nucleus; Composite booms; Development and testing; High energy densities; Macroscopic sample; Reaction chains; Sample acquisitions; Scientific output; Mergers and acquisitions","Conference paper","Final","","Scopus","2-s2.0-85051419895"
"Li J.-C.; Lin H.; Zhao J.-F.; Li K.; Hu W.-R.","Li, Ji-Cheng (57203736618); Lin, Hai (57202842723); Zhao, Jian-Fu (55729937900); Li, Kai (57001326400); Hu, Wen-Rui (57209611631)","57203736618; 57202842723; 55729937900; 57001326400; 57209611631","Dynamic Behaviors of Liquid in Partially Filled Tank in Short-term Microgravity","2018","Microgravity Science and Technology","30","6","","849","856","7","21","10.1007/s12217-018-9642-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051751234&doi=10.1007%2fs12217-018-9642-5&partnerID=40&md5=396f603a8f8e104550570e8d75970126","Dynamic behavior; Microgravity; Oscillation frequency; Storage tank","Contact angle; Microgravity; Microgravity processing; Numerical methods; Numerical models; Tanks (containers); Drop Tower Beijing; Dynamic behaviors; Gravity levels; Microgravity conditions; Oscillation frequency; Storage tank; Volume of fluids methods; Working medium; Surface properties","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85051751234"
"Kong W.; Tian Q.","Kong, Weizhen (57214724218); Tian, Qiang (35249708400)","57214724218; 35249708400","Dynamics of fluid-filled space multibody systems considering the microgravity effects: Submitted to Mechanism and Machine Theory","2020","Mechanism and Machine Theory","148","","103809","","","","9","10.1016/j.mechmachtheory.2020.103809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078994935&doi=10.1016%2fj.mechmachtheory.2020.103809&partnerID=40&md5=41e56f4d77bd39394ed27e9e3ed8494f","Absolute nodal coordinate formulation (ANCF); Microgravity; Multibody; Sloshing dynamics; Smoothed Particle Hydrodynamics method (SPH)","Computation theory; Contact angle; Hydrodynamics; Liquefied gases; Liquid sloshing; Microgravity; Microgravity processing; Absolute nodal coordinate formulations (ANCF); Computational methodology; Continuum surface force models; Flexible multibody systems; Gravitational accelerations; Multi-body; Sloshing dynamics; Smoothed particle hydrodynamics methods; Phase interfaces","Article","Final","","Scopus","2-s2.0-85078994935"
"Huo Y.; Chow W.K.; Chow C.L.","Huo, Y. (35332203400); Chow, W.K. (7402281035); Chow, C.L. (27168226500)","35332203400; 7402281035; 27168226500","Generation and characteristics of internal fire whirl in a shaft model with two corner slits under microgravity conditions","2017","Advances in Space Research","59","12","","3058","3069","11","1","10.1016/j.asr.2017.03.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016759012&doi=10.1016%2fj.asr.2017.03.010&partnerID=40&md5=bcd470f0b7ebeb22d8daccc34413282d","Internal fire whirl; Microgravity environment; Shaft model; Simulation","Fires; Liquid sloshing; Microgravity; Microgravity processing; Acceleration due to gravity; Gravity environments; Heat Release Rate (HRR); Internal fires; Microgravity conditions; Microgravity environments; Simulation; Tangential velocities; Computational fluid dynamics","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85016759012"
"Zhang L.; Xu B.; Chen Z.; Li G.; Zhang Y.; Wu X.","Zhang, Leigang (57201744102); Xu, Bo (56547758200); Chen, Zhenqian (16041718700); Li, Guopei (57235815000); Zhang, Yonghai (7601322147); Wu, Xuehong (24068041200)","57201744102; 56547758200; 16041718700; 57235815000; 7601322147; 24068041200","Study on the instability of FC-72 vapor–liquid interface in a rectangular channel under different gravity conditions","2024","Microgravity Science and Technology","36","5","50","","","","0","10.1007/s12217-024-10135-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201708268&doi=10.1007%2fs12217-024-10135-7&partnerID=40&md5=9ace21936b8cf7a9b1bfb8266570b5aa","Contact angle; FC-72; Instability; Microgravity; Vapor–liquid interface","Microgravity; Microgravity processing; Drop towers; Experimental system; FC-72; Gravity conditions; Liquid level; Liquid Phase; Liquid phasis; Rectangular channel; Vapor-liquid interfaces; Visual observations; Drops","Article","Final","","Scopus","2-s2.0-85201708268"
"Goncharova O.; Zakurdaeva A.; Legros J.-C.","Goncharova, Olga (34770439900); Zakurdaeva, Alla (57190396615); Legros, Jean-Claude (7103013165)","34770439900; 57190396615; 7103013165","Investigation of behavior of the dynamic contact angle on the basis of the Oberbeck-Boussinesq approximation of the Navier-Stokes equations","2016","MATEC Web of Conferences","84","","00014","","","","1","10.1051/matecconf/20168400014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008645105&doi=10.1051%2fmatecconf%2f20168400014&partnerID=40&md5=3e40a7e06d9e8a795219db1cf979f3bd","","Approximation algorithms; Capillary flow; Finite difference method; Friction; Heat transfer; Liquid sloshing; Phase interfaces; Viscous flow; Dynamic contact angle; Finite difference scheme; Friction coefficients; Incompressible liquids; Numerical experiments; Oberbeck-Boussinesq approximation; Second-order approximation; Slip boundary conditions; Navier Stokes equations","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85008645105"
"Sixue W.; Shi H.; Xiaoqing W.; Jianqiang L.; Qiang Y.; Xiaoyu L.; Yuehai W.; Keqing N.","Sixue, Wang (57221849859); Shi, He (57221849644); Xiaoqing, Wang (59154098100); Jianqiang, Li (57221843297); Qiang, Yu (57193549599); Xiaoyu, Li (58714368400); Yuehai, Wang (24484289400); Keqing, Ning (57221855175)","57221849859; 57221849644; 59154098100; 57221843297; 57193549599; 58714368400; 24484289400; 57221855175","Research on Melt Wettability Measurements Under Microgravity","2021","Microgravity Science and Technology","33","1","17","","","","4","10.1007/s12217-020-09860-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100427504&doi=10.1007%2fs12217-020-09860-6&partnerID=40&md5=6eeb5a525249ecbfc12463638ed562d4","Image feedback control; Melt wettability; Microgravity experiment","Contact angle; Digital storage; Drops; Edge detection; Microgravity; Microgravity processing; Space stations; Surface tension; Data storage capacity; Edge-detection operators; Experimental facilities; In-situ observations; Real time observation; research methods; Wettability measurements; Young Laplace equation; Wetting","Article","Final","","Scopus","2-s2.0-85100427504"
"Salgado Sánchez P.; Martínez U.; Gligor D.; Torres I.; Plaza J.; Ezquerro J.M.","Salgado Sánchez, P. (57191379742); Martínez, U. (57403977700); Gligor, D. (57218162945); Torres, I. (58087485700); Plaza, J. (58427458600); Ezquerro, J.M. (55846139900)","57191379742; 57403977700; 57218162945; 58087485700; 58427458600; 55846139900","The “Thermocapillary-based control of a free surface in microgravity” experiment","2023","Acta Astronautica","205","","","57","67","10","7","10.1016/j.actaastro.2023.01.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147256406&doi=10.1016%2fj.actaastro.2023.01.032&partnerID=40&md5=ff02e25286a884d78e103d8367f9aab1","Fluid control; Microgravity; Sloshing; Thermocapillary effect","Capillary flow; Liquid sloshing; Microgravity processing; Silicones; Space research; 'current; Control and management; Fluid control; Fluid management; Free surfaces; Future challenges; Microgravity experiments; Space explorations; Thermocapillary; Thermocapillary effect; Microgravity","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85147256406"
"Gligor D.; Peromingo C.; Salgado Sánchez P.; Porter J.; Fernández J.; Méndez M.A.","Gligor, D. (57218162945); Peromingo, C. (58665113800); Salgado Sánchez, P. (57191379742); Porter, J. (35493850500); Fernández, J. (57673664600); Méndez, M.A. (57189713539)","57218162945; 58665113800; 57191379742; 35493850500; 57673664600; 57189713539","Sloshing mitigation in microgravity with moving baffles","2024","Acta Astronautica","219","","","639","652","13","2","10.1016/j.actaastro.2024.03.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189554045&doi=10.1016%2fj.actaastro.2024.03.047&partnerID=40&md5=12f58df73f668d63fe95b85141b71be1","Microgravity; Moving baffles; Sloshing","Acceleration; Kinetic energy; Kinetics; Liquid sloshing; Microgravity processing; Silicones; Space stations; Stiffness; Decay time; Energy-time; Frequency Analysis; International Space stations; Linear spring; Moving baffle; Pulse-like; Silicone oil; Spring stiffness; Tuned mass dampers; Microgravity","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85189554045"
"Romero-Calvo Á.; Herrada M.Á.; Hermans T.H.J.; Benítez L.P.; Cano-Gómez G.; Castro-Hernández E.","Romero-Calvo, Álvaro (57214793502); Herrada, Miguel Ángel (6603410143); Hermans, Tim H. J. (58824521100); Benítez, Lidia Parrilla (57226296410); Cano-Gómez, Gabriel (57214794283); Castro-Hernández, Elena (33067589800)","57214793502; 6603410143; 58824521100; 57226296410; 57214794283; 33067589800","Axisymmetric Ferrofluid Oscillations in a Cylindrical Tank in Microgravity","2021","Microgravity Science and Technology","33","4","50","","","","9","10.1007/s12217-021-09894-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109167931&doi=10.1007%2fs12217-021-09894-4&partnerID=40&md5=b7ad0524cc9d39944309205ef18d0104","Ferrofluids; Liquid sloshing; Magnetic Positive Positioning; Microgravity; Space propulsion","Frequency response; Microgravity; Microgravity processing; Space flight; Tanks (containers); Axisymmetric oscillation; Cylindrical tanks; Ferrofluid solutions; Inhomogeneous magnetic field; Magnetic interactions; Magnetic simulation; Magnetic solutions; Technical challenges; Magnetism","Article","Final","","Scopus","2-s2.0-85109167931"
